,id,Type,query,value
863,17,top,naomi osaka,28
864,17,top,bianca andreescu,27
865,17,top,roger federer,23
866,17,top,zverev,22
867,17,top,belinda bencic zverev,22
868,17,top,atp,20
869,17,top,halep,20
870,17,top,svitolina,19
871,17,top,serena williams,19
872,17,top,us open tennis,19
873,17,top,raducanu,17
874,17,top,ons jabeur,16
875,17,rising,bianca andreescu,212450
876,17,rising,ons jabeur,127650
877,17,rising,us open 2019,126350
878,17,rising,emma raducanu,111800
879,17,rising,badosa,83750
880,17,rising,swiatek,81900
881,17,rising,sakkari,70500
882,17,rising,paula badosa,69550
883,17,rising,iga świątek,66250
884,17,rising,iga swiatek,64850
885,17,rising,donna vekić,62500
886,17,rising,leylah fernandez,58900
887,17,rising,maria sakkari,55300
888,17,rising,berrettini,53100
889,17,rising,ashleigh barty,51050
890,17,rising,kiki bertens,50300
891,17,rising,us open tennis 2019,49350
892,17,rising,kudermetova,47050
893,17,rising,miami open,44800
894,17,rising,coco gauff,44100
895,17,rising,medvedev,43350
896,17,rising,rybakina,38800
897,17,rising,matteo berrettini,36500
898,17,rising,petra kvitová,31850
899,17,rising,belinda bencic olympia,31450
900,19,top,tennis,100
901,19,top,tennis bianca andreescu,98
902,19,top,bianca andreescu us open,98
903,19,top,andreescu tennis,98
904,19,top,us open,97
905,19,top,us open bianca andreescu,96
906,19,top,serena,48
907,19,top,serena williams bianca andreescu,46
908,19,top,serena williams,42
909,19,top,shapovalov,33
910,19,top,wta bianca andreescu,30
911,19,top,wta,30
912,19,top,us open 2019,29
913,19,top,bianca andreescu us open 2019,29
914,19,top,felix,27
915,19,top,felix auger,23
916,19,top,aliassime,23
917,19,top,halep,23
918,19,top,auger aliassime,22
919,19,top,denis shapovalov,22
920,19,top,fernandez,21
921,19,top,felix auger aliassime,21
922,19,top,us open tennis,21
923,19,top,bouchard,19
924,19,top,simona halep bianca andreescu,19
925,19,rising,serena williams bianca andreescu,395750
926,19,rising,serena williams,356100
927,19,rising,us open 2019,247450
928,19,rising,denis shapovalov,184700
929,19,rising,fernandez,180700
930,19,rising,leylah fernandez,156200
931,19,rising,bianca andreescu miami,148850
932,19,rising,bianca andreescu indian wells,128250
933,19,rising,nadal,114250
934,19,rising,osaka,114100
935,19,rising,bianca andreescu parents,110950
936,19,rising,bianca andreescu miami open,100450
937,19,rising,miami open,100150
938,19,rising,osaka naomi,95000
939,19,rising,bencic,91750
940,19,rising,us open 2019 tennis,77850
941,19,rising,belinda bencic,68650
942,19,rising,kerber,66800
943,19,rising,bianca andreescu age,64600
944,19,rising,bianca andreescu net worth,63300
945,19,rising,barty,62300
946,19,rising,raducanu,57950
947,19,rising,bianca andreescu boyfriend,52950
948,19,rising,leylah annie fernandez,52450
949,19,rising,french open,52200
950,20,top,tennis camila giorgi,100
951,20,top,tennis,98
952,20,top,tennis giorgi,96
953,20,top,giorgi camila wta,39
954,20,top,wta,39
955,20,top,instagram camila giorgi,30
956,20,top,camila giorgi oggi,30
957,20,top,giorgi camila oggi,30
958,20,top,sinner,29
959,20,top,berrettini,24
960,20,top,camila giorgi live,20
961,20,top,camila giorgi wimbledon,20
962,20,top,camila giorgi ranking,20
963,20,top,wimbledon,20
964,20,top,fognini,18
965,20,top,sonego,18
966,20,top,camila giorgi news,14
967,20,top,australian open,14
968,20,top,musetti,12
969,20,top,roland garros,11
970,20,top,serena williams,11
971,20,top,giorgi tennista,10
972,20,top,camila giorgi tennista,10
973,20,top,trevisan,10
974,20,top,camilla giorgi,10
975,20,rising,sinner,219750
976,20,rising,musetti,88500
977,20,rising,jannik sinner,67100
978,20,rising,cecchinato,50050
979,20,rising,wimbledon 2018,41800
980,20,rising,pegula,40600
981,20,rising,jasmine paolini,32900
982,20,rising,sinner oggi,32000
983,20,rising,raducanu,26800
984,20,rising,swiatek,26050
985,20,rising,jessica pegula,24500
986,20,rising,lorenzo musetti,24300
987,20,rising,aryna sabalenka,23900
988,20,rising,bronzetti,23150
989,20,rising,tsitsipas,22250
990,20,rising,cocciaretto,22200
991,20,rising,paolini tennis,21700
992,20,rising,roland garros 2022,20900
993,20,rising,berrettini oggi,20150
994,20,rising,alcaraz,19000
995,20,rising,sonego oggi,18300
996,20,rising,emma raducanu,18300
997,20,rising,trevisan tennis,18000
998,20,rising,camila giorgi marito,16200
999,20,rising,iga swiatek,15750
1000,21,top,tennis,100
1001,21,top,caroline garcia tennis,100
1002,21,top,garcia tennis,99
1003,21,top,wta,33
1004,21,top,wta caroline garcia,33
1005,21,top,us open,33
1006,21,top,caroline garcia us open,32
1007,21,top,mladenovic,28
1008,21,top,caroline garcia vs,26
1009,21,top,classement caroline garcia,24
1010,21,top,roland garros,20
1011,21,top,roland garros caroline garcia,20
1012,21,top,cornet,17
1013,21,top,caroline garcia atp,16
1014,21,top,kristina mladenovic,16
1015,21,top,caroline garcia ranking,14
1016,21,top,gauff,14
1017,21,top,caroline garcia instagram,13
1018,21,top,halep,13
1019,21,top,jabeur,13
1020,21,top,caroline garcia live,13
1021,21,top,wimbledon,12
1022,21,top,sabalenka,12
1023,21,top,ons jabeur,11
1024,21,top,match caroline garcia,11
1025,21,rising,sabalenka,132900
1026,21,rising,coco gauff,106800
1027,21,rising,swiatek,98500
1028,21,rising,raducanu,96250
1029,21,rising,caroline garcia us open 2022,93450
1030,21,rising,us open 2022,91550
1031,21,rising,aryna sabalenka,76100
1032,21,rising,emma raducanu,70850
1033,21,rising,iga swiatek,68550
1034,21,rising,pegula,51750
1035,21,rising,iga świątek,51750
1036,21,rising,andreescu,48400
1037,21,rising,wimbledon 2022,40750
1038,21,rising,fiona ferro,39250
1039,21,rising,tsitsipas,38300
1040,21,rising,bianca andreescu,37100
1041,21,rising,hugo gaston,36600
1042,21,rising,us open tennis 2022,29450
1043,21,rising,cori gauff,27550
1044,21,rising,medvedev,27200
1045,21,rising,carlos alcaraz,25700
1046,21,rising,danielle collins,25350
1047,21,rising,cincinnati tennis,25250
1048,21,rising,clara burel,25100
1049,21,rising,marie bouzková,24000
1050,22,top,mchale tennis,100
1051,22,top,tennis,99
1052,22,top,christina mchale tennis,99
1053,22,top,christina mchale wta,33
1054,22,top,christina mchale ranking,22
1055,22,top,us open,19
1056,22,top,serena williams,18
1057,22,top,lauren mchale,17
1058,22,top,wimbledon,14
1059,22,top,ryan harrison,12
1060,22,top,indian wells,12
1061,22,top,muguruza,11
1062,22,top,us open tennis,11
1063,22,top,australian open,10
1064,22,top,french open,10
1065,22,top,venus williams,9
1066,22,top,alison riske,9
1067,22,top,harriet dart,8
1068,22,top,joel mchale,8
1069,22,top,madison brengle,8
1070,22,top,christina mchale instagram,8
1071,22,top,magda linette,7
1072,22,top,lauren davis,7
1073,22,top,maria sakkari,7
1074,22,top,naomi osaka,7
1075,22,rising,harriet dart,131300
1076,22,rising,maria sakkari,115600
1077,22,rising,bernarda pera,97650
1078,22,rising,vera lapko,91250
1079,22,rising,caroline dolehide,81250
1080,22,rising,ons jabeur,75050
1081,22,rising,paula badosa,69800
1082,22,rising,sania mirza,67200
1083,22,rising,christina mchale husband,64500
1084,22,rising,jessica pegula,64050
1085,22,rising,dayana yastremska,60750
1086,22,rising,aliaksandra sasnovich,60700
1087,22,rising,sofia kenin,56450
1088,22,rising,caty mcnally,54900
1089,22,rising,lesia tsurenko,54500
1090,22,rising,coco gauff,53750
1091,22,rising,mackenzie mcdonald,51250
1092,22,rising,jule niemeier,50750
1093,22,rising,nadia podoroska,47100
1094,22,rising,maría camila osorio serrano,46750
1095,22,rising,kristie ahn,46150
1096,22,rising,karolina muchova,45600
1097,22,rising,amanda anisimova,45250
1098,22,rising,laura siegemund,43500
1099,22,rising,ashleigh barty,41250
1100,23,top,wimbledon,100
1101,23,top,wimbledon cori gauff,100
1102,23,top,gauff wimbledon,98
1103,23,top,gauff cori tennis,70
1104,23,top,tennis,70
1105,23,top,gauff tennis,70
1106,23,top,coco gauff,44
1107,23,top,cori coco gauff,44
1108,23,top,cori gauff vs,36
1109,23,top,venus williams cori gauff,35
1110,23,top,venus williams,35
1111,23,top,wimbledon 2019 cori gauff,34
1112,23,top,wimbledon 2019,33
1113,23,top,us open cori gauff,28
1114,23,top,us open,28
1115,23,top,serena williams,26
1116,23,top,cori gauff wta,25
1117,23,top,wta,24
1118,23,top,roland garros,20
1119,23,top,osaka,19
1120,23,top,cori gauff ranking,18
1121,23,top,halep,18
1122,23,top,cori gauff live,16
1123,23,top,naomi osaka,16
1124,23,top,nadal,14
1125,23,rising,wimbledon,1179700
1126,23,rising,wimbledon cori gauff,1177350
1127,23,rising,wimbledon 2019 cori gauff,396050
1128,23,rising,wimbledon 2019,391400
1129,23,rising,roland garros,233450
1130,23,rising,osaka,226050
1131,23,rising,cori gauff ranking,216450
1132,23,rising,halep,214800
1133,23,rising,naomi osaka,184550
1134,23,rising,nadal,166950
1135,23,rising,cori gauff match,155450
1136,23,rising,simona halep,151500
1137,23,rising,hercog,140050
1138,23,rising,federer,139950
1139,23,rising,tennis wimbledon,126850
1140,23,rising,djokovic,113350
1141,23,rising,iga świątek cori gauff,102700
1142,23,rising,iga świątek,102400
1143,23,rising,coco gauff wimbledon,95800
1144,23,rising,jabeur,92350
1145,23,rising,iga swiatek,89800
1146,23,rising,cori gauff age,89550
1147,23,rising,us open 2019 cori gauff,84150
1148,23,rising,us open 2019,82350
1149,23,rising,polona hercog,81400
1150,24,top,coco tennis,100
1151,24,top,coco vandeweghe tennis,99
1152,24,top,vandeweghe tennis,98
1153,24,top,tennis,97
1154,24,top,coco vandeweghe us open,37
1155,24,top,us open,37
1156,24,top,wta coco vandeweghe,35
1157,24,top,wta,35
1158,24,top,wimbledon,32
1159,24,top,coco vandeweghe wimbledon,31
1160,24,top,coco gauff,27
1161,24,top,coco vandeweghe 2019,26
1162,24,top,australian open,23
1163,24,top,barty,21
1164,24,top,coco vandeweghe ranking,21
1165,24,top,madison keys,15
1166,24,top,serena williams,14
1167,24,top,halep,14
1168,24,top,coco tennis player,13
1169,24,top,sloane stephens,13
1170,24,top,coco vandeweghe instagram,12
1171,24,top,venus williams,12
1172,24,top,kiki vandeweghe,12
1173,24,top,tennis player coco vandeweghe,11
1174,24,top,us open tennis,11
1175,24,rising,coco gauff,335100
1176,24,rising,coco vandeweghe 2019,323150
1177,24,rising,wimbledon 2019,87400
1178,24,rising,kenin,82250
1179,24,rising,anisimova,72500
1180,24,rising,danielle collins,64950
1181,24,rising,australian open 2019,56750
1182,24,rising,cori gauff,49000
1183,24,rising,wimbledon 2018,45550
1184,24,rising,jessica pegula,44300
1185,24,rising,amanda anisimova,44150
1186,24,rising,coco vandeweghe australian open 2019,40400
1187,24,rising,us open tennis 2018,38200
1188,24,rising,french open 2018,34250
1189,24,rising,tsitsipas,33950
1190,24,rising,claire liu,30100
1191,24,rising,wimbledon 2021,28950
1192,24,rising,us open 2021,25250
1193,24,rising,australian open 2020,23550
1194,24,rising,gasanova,23150
1195,24,rising,bernarda pera,22750
1196,24,rising,buzarnescu,22700
1197,24,rising,wimbledon 2022,22600
1198,24,rising,tennys sandgren,20350
1199,24,rising,caroline dolehide,20100
1200,25,top,tennis danielle collins,100
1201,25,top,tennis,100
1202,25,top,tennis collins,98
1203,25,top,australian open,57
1204,25,top,danielle collins australian open,56
1205,25,top,collins danielle rose,51
1206,25,top,barty,32
1207,25,top,danielle collins yoga,25
1208,25,top,face yoga danielle collins,23
1209,25,top,face yoga,23
1210,25,top,wta,22
1211,25,top,wta danielle collins,22
1212,25,top,collins wta,21
1213,25,top,us open,19
1214,25,top,danielle collins us open,19
1215,25,top,danielle collins boyfriend,18
1216,25,top,danielle collins instagram,17
1217,25,top,ash barty,15
1218,25,top,ashleigh barty,14
1219,25,top,danielle collins ranking,13
1220,25,top,sabalenka,12
1221,25,top,australian open 2022,12
1222,25,top,danielle collins australian open 2022,12
1223,25,top,osaka,11
1224,25,top,danielle collins age,11
1225,25,rising,australian open,714550
1226,25,rising,barty,407700
1227,25,rising,ash barty,184400
1228,25,rising,ashleigh barty,175350
1229,25,rising,sabalenka,153150
1230,25,rising,australian open 2022,150800
1231,25,rising,danielle collins australian open 2022,149050
1232,25,rising,osaka,139200
1233,25,rising,serena williams,137400
1234,25,rising,french open,131250
1235,25,rising,swiatek,130450
1236,25,rising,roland garros,116350
1237,25,rising,australian open 2019,113300
1238,25,rising,naomi osaka,109650
1239,25,rising,kenin,106200
1240,25,rising,cornet,102400
1241,25,rising,ons jabeur,93000
1242,25,rising,iga swiatek,87750
1243,25,rising,sofia kenin,86950
1244,25,rising,iga świątek,83250
1245,25,rising,barty tennis,74150
1246,25,rising,pegula,71150
1247,25,rising,muguruza,70350
1248,25,rising,tom couch danielle collins,67150
1249,25,rising,tom couch,64950
1250,29,top,wimbledon,100
1251,29,top,elena rybakina wimbledon,84
1252,29,top,jabeur,43
1253,29,top,ons jabeur,40
1254,29,top,elena rybakina tennis,39
1255,29,top,rybakina tennis,39
1256,29,top,tennis,39
1257,29,top,wimbledon 2022,35
1258,29,top,halep,18
1259,29,top,simona halep,15
1260,29,top,simona halep elena rybakina,15
1261,29,top,elena rybakina wta,13
1262,29,top,rybakina wta,12
1263,29,top,wta,12
1264,29,top,elena rybakina ranking,12
1265,29,top,french open,10
1266,29,top,elena rybakina live,10
1267,29,top,roland garros,9
1268,29,top,wimbledon final,8
1269,29,top,serena williams,8
1270,29,top,djokovic,8
1271,29,top,tennis wimbledon,7
1272,29,top,kyrgios,7
1273,29,top,us open,7
1274,29,top,kazakhstan,6
1275,29,rising,wimbledon,1867250
1276,29,rising,elena rybakina wimbledon,1566750
1277,29,rising,jabeur,805150
1278,29,rising,ons jabeur,742700
1279,29,rising,wimbledon 2022,653700
1280,29,rising,halep,331900
1281,29,rising,simona halep,289100
1282,29,rising,simona halep elena rybakina,289000
1283,29,rising,elena rybakina wta,236350
1284,29,rising,rybakina wta,233150
1285,29,rising,elena rybakina ranking,218800
1286,29,rising,french open,191050
1287,29,rising,elena rybakina live,187350
1288,29,rising,roland garros,170600
1289,29,rising,wimbledon final,158250
1290,29,rising,serena williams,154250
1291,29,rising,djokovic,147300
1292,29,rising,tennis wimbledon,136150
1293,29,rising,kyrgios,125700
1294,29,rising,us open,122000
1295,29,rising,nadal,112000
1296,29,rising,raducanu,109900
1297,29,rising,pavlyuchenkova,107450
1298,29,rising,sabalenka,101400
1299,29,rising,badosa,98450
1300,30,top,monfils svitolina,100
1301,30,top,elina svitolina monfils,96
1302,30,top,elina monfils,96
1303,30,top,monfils,92
1304,30,top,tennis elina svitolina,73
1305,30,top,tennis,64
1306,30,top,svitolina tennis,63
1307,30,top,gael monfils elina svitolina,62
1308,30,top,gael monfils,61
1309,30,top,us open,33
1310,30,top,halep,31
1311,30,top,wta,30
1312,30,top,elina svitolina wta,29
1313,30,top,simona halep elina svitolina,27
1314,30,top,simona halep,27
1315,30,top,instagram elina svitolina,27
1316,30,top,australian open,18
1317,30,top,serena williams,17
1318,30,top,wimbledon,16
1319,30,top,elina svitolina ranking,15
1320,30,top,atp,14
1321,30,top,nadal,12
1322,30,top,barty,12
1323,30,top,roland garros,11
1324,30,top,us open tennis,11
1325,30,rising,gaël monfils elina svitolina,94500
1326,30,rising,gaël monfils,93350
1327,30,rising,sabalenka,87050
1328,30,rising,us open 2019,83900
1329,30,rising,bianca andreescu,80650
1330,30,rising,sofia kenin,73950
1331,30,rising,leylah fernandez,72850
1332,30,rising,gael monfils and elina svitolina,69100
1333,30,rising,medvedev,63350
1334,30,rising,aryna sabalenka,61650
1335,30,rising,wimbledon 2019,60650
1336,30,rising,monfils girlfriend,55500
1337,30,rising,gael monfils instagram,53000
1338,30,rising,elina svitolina gael monfils instagram,51850
1339,30,rising,tsitsipas,43950
1340,30,rising,daniil medvedev,40100
1341,30,rising,gael monfils girlfriend,36800
1342,30,rising,nadia podoroska,36300
1343,30,rising,berrettini,35550
1344,30,rising,leylah annie fernandez,35550
1345,30,rising,elina svitolina wedding,33000
1346,30,rising,coco gauff,32900
1347,30,rising,elina svitolina husband,32750
1348,30,rising,australian open 2019,31200
1349,30,rising,jessica pegula,30500
1350,31,top,tennis elise mertens,100
1351,31,top,mertens tennis,100
1352,31,top,tennis,99
1353,31,top,elise mertens vs,48
1354,31,top,wta,44
1355,31,top,elise mertens wta,44
1356,31,top,goffin,43
1357,31,top,us open elise mertens,41
1358,31,top,us open,40
1359,31,top,elise mertens live,37
1360,31,top,elise mertens australian open,31
1361,31,top,australian open,30
1362,31,top,elise mertens wimbledon,30
1363,31,top,halep,30
1364,31,top,wimbledon,29
1365,31,top,elise mertens roland garros,27
1366,31,top,roland garros,27
1367,31,top,goffin david,26
1368,31,top,sabalenka,24
1369,31,top,simona halep elise mertens,23
1370,31,top,simona halep,23
1371,31,top,elise mertens ranking,22
1372,31,top,svitolina,14
1373,31,top,aryna sabalenka,14
1374,31,top,jabeur,13
1375,31,rising,sabalenka,232500
1376,31,rising,simona halep,220950
1377,31,rising,aryna sabalenka,135500
1378,31,rising,ons jabeur,114350
1379,31,rising,osaka,112550
1380,31,rising,sakkari,102250
1381,31,rising,bianca andreescu,99400
1382,31,rising,djokovic,90750
1383,31,rising,kiki bertens,87400
1384,31,rising,bencic,86450
1385,31,rising,kudermetova,83300
1386,31,rising,sofia kenin,72200
1387,31,rising,elise mertens vandaag,65600
1388,31,rising,belinda bencic,64850
1389,31,rising,su-wei hsieh,64800
1390,31,rising,elise mertens direct,64700
1391,31,rising,us open 2019,61550
1392,31,rising,danielle collins,61500
1393,31,rising,ashleigh barty,58550
1394,31,rising,veronika kudermetova,56900
1395,31,rising,wimbledon 2022,56850
1396,31,rising,sinner,53350
1397,31,rising,sloane stephens,51800
